id,bin_pol,grad_pol,mf,a,b,resp,resp_m
1888,liberal,Slightly Liberal,authority,3.0,2.3333333333333335, 0 4 2 4 3 3,2.6666666666666665
1888,liberal,Slightly Liberal,purity,1.0,6.0, 1 2 0 0 0 0,0.5
2177,liberal,Very Liberal,care,3.3333333333333335,2.0, 5 3 3 2 1 4,3.0
2177,liberal,Very Liberal,fairness,6.0,1.0, 5 4 4 4 5 5,4.5
2177,liberal,Very Liberal,ingroup,2.333333333333333,2.6666666666666665, 3 2 1 1 3 4,2.3333333333333335
2177,liberal,Very Liberal,authority,2.333333333333333,2.6666666666666665, 1 3 2 3 1 4,2.3333333333333335
2177,liberal,Very Liberal,purity,2.0,4.333333333333333, 4 1 0 3 1 0,1.5
2462,liberal,Very Liberal,care,7.0,1.0, 5 5 5 5 5 5,5.0
2462,liberal,Very Liberal,fairness,7.0,1.0, 5 5 5 5 5 5,5.0
2462,liberal,Very Liberal,ingroup,1.3333333333333333,5.333333333333334, 0 0 0 1 1 3,0.8333333333333334
2462,liberal,Very Liberal,authority,1.3333333333333333,5.333333333333334, 0 0 0 1 3 1,0.8333333333333334
2462,liberal,Very Liberal,purity,1.0,7.0, 0 0 0 0 0 0,0.0
2494,liberal,Very Liberal,care,5.666666666666667,1.0, 3 4 5 5 4 5,4.333333333333333
2494,liberal,Very Liberal,fairness,5.999999999999999,1.0, 5 4 5 5 5 3,4.5
2494,liberal,Very Liberal,ingroup,3.666666666666666,2.0, 4 4 1 2 4 4,3.1666666666666665
2494,liberal,Very Liberal,authority,2.9999999999999996,3.3333333333333335, 0 2 4 0 4 4,2.3333333333333335
2494,liberal,Very Liberal,purity,1.0,5.333333333333333, 1 2 1 1 0 0,0.8333333333333334
2615,liberal,Very Liberal,care,4.666666666666666,3.0, 5 4 5 0 0 5,3.1666666666666665
2615,liberal,Very Liberal,fairness,6.333333333333334,1.0, 5 3 5 5 5 5,4.666666666666667
2615,liberal,Very Liberal,ingroup,1.6666666666666663,4.333333333333333, 1 3 0 1 0 3,1.3333333333333333
2615,liberal,Very Liberal,authority,2.3333333333333335,4.0, 3 0 4 0 0 3,1.6666666666666667
2615,liberal,Very Liberal,purity,1.3333333333333333,5.666666666666666, 3 1 0 0 0 0,0.6666666666666666
3057,liberal,Liberal,care,4.666666666666667,1.6666666666666663, 4 5 5 3 1 4,3.6666666666666665
3057,liberal,Liberal,fairness,5.0,1.3333333333333333, 5 4 5 4 4 2,4.0
3057,liberal,Liberal,ingroup,1.6666666666666663,4.0, 2 2 0 1 4 1,1.6666666666666667
3057,liberal,Liberal,authority,2.6666666666666665,2.6666666666666665, 1 3 4 1 2 4,2.5
3057,liberal,Liberal,purity,1.0,5.333333333333333, 1 1 0 0 2 1,0.8333333333333334
3273,liberal,Very Liberal,care,5.666666666666667,1.0, 3 5 5 4 5 4,4.333333333333333
3273,liberal,Very Liberal,fairness,6.666666666666666,1.0, 5 4 5 5 5 5,4.833333333333333
3273,liberal,Very Liberal,ingroup,1.0,5.666666666666667, 1 1 0 1 0 1,0.6666666666666666
3273,liberal,Very Liberal,authority,1.0,4.333333333333333, 2 0 2 2 1 1,1.3333333333333333
3273,liberal,Very Liberal,purity,1.0,6.0, 1 2 0 0 0 0,0.5
3320,liberal,Liberal,care,6.333333333333334,1.0, 5 5 5 4 4 5,4.666666666666667
3320,liberal,Liberal,fairness,5.333333333333333,1.6666666666666663, 5 4 5 5 4 1,4.0
3320,liberal,Liberal,ingroup,2.0,3.6666666666666665, 3 3 0 1 0 3,1.6666666666666667
3320,liberal,Liberal,authority,2.0,3.6666666666666665, 2 3 4 0 0 2,1.8333333333333333
3320,liberal,Liberal,purity,1.0,5.666666666666667, 2 1 0 0 0 1,0.6666666666666666
3495,liberal,Liberal,care,4.0,1.6666666666666663, 4 3 4 4 1 4,3.3333333333333335
3495,liberal,Liberal,fairness,5.333333333333334,1.0, 5 3 5 5 4 3,4.166666666666667
3495,liberal,Liberal,ingroup,2.0,4.0, 1 1 1 0 3 4,1.6666666666666667
3495,liberal,Liberal,authority,3.3333333333333335,2.0, 2 4 5 1 3 3,3.0
3495,liberal,Liberal,purity,1.0,5.333333333333333, 1 2 0 1 1 0,0.8333333333333334
3538,liberal,Liberal,care,5.666666666666667,1.0, 4 4 5 5 4 4,4.333333333333333
3538,liberal,Liberal,fairness,5.666666666666667,1.0, 5 4 3 5 4 5,4.333333333333333
3538,liberal,Liberal,ingroup,3.0,3.333333333333333, 3 1 0 1 4 5,2.3333333333333335
3538,liberal,Liberal,authority,2.333333333333333,4.0, 0 0 1 4 2 4,1.8333333333333333
3538,liberal,Liberal,purity,1.6666666666666663,5.666666666666666, 4 1 0 0 0 0,0.8333333333333334
4544,liberal,Very Liberal,care,5.333333333333333,1.0, 4 4 4 4 5 4,4.166666666666667
4544,liberal,Very Liberal,fairness,5.666666666666666,1.0, 5 5 5 3 5 3,4.333333333333333
4544,liberal,Very Liberal,ingroup,1.6666666666666663,3.333333333333333, 1 2 1 3 1 3,1.8333333333333333
4544,liberal,Very Liberal,authority,2.0,3.333333333333333, 1 1 2 3 1 4,2.0
4544,liberal,Very Liberal,purity,1.6666666666666663,5.666666666666667, 0 4 0 0 0 1,0.8333333333333334
4609,liberal,Liberal,care,6.0,2.0, 5 5 5 5 0 5,4.166666666666667
4609,liberal,Liberal,fairness,5.666666666666666,1.0, 5 4 5 5 3 4,4.333333333333333
4609,liberal,Liberal,ingroup,2.9999999999999996,2.6666666666666665, 3 3 4 1 4 0,2.5
4609,liberal,Liberal,authority,2.0,3.0, 2 2 2 3 0 4,2.1666666666666665
4609,liberal,Liberal,purity,1.6666666666666663,3.6666666666666665, 2 2 3 0 0 3,1.6666666666666667
5765,liberal,Liberal,care,5.666666666666667,1.3333333333333333, 5 5 5 5 2 4,4.333333333333333
5765,liberal,Liberal,fairness,5.333333333333333,2.0, 5 5 5 3 5 0,3.8333333333333335
5765,liberal,Liberal,ingroup,1.6666666666666663,5.333333333333333, 1 4 0 0 0 1,1.0
5765,liberal,Liberal,authority,1.6666666666666663,5.666666666666666, 0 0 1 4 0 0,0.8333333333333334
5765,liberal,Liberal,purity,1.3333333333333333,6.0, 3 0 0 0 0 0,0.5
6951,liberal,Very Liberal,care,5.333333333333333,2.0, 3 5 5 5 0 5,3.8333333333333335
6951,liberal,Very Liberal,fairness,5.666666666666666,1.0, 4 4 4 4 5 5,4.333333333333333
6951,liberal,Very Liberal,ingroup,1.0,4.666666666666666, 2 2 1 1 0 1,1.1666666666666667
6951,liberal,Very Liberal,authority,2.6666666666666665,2.6666666666666665, 2 1 3 1 4 4,2.5
6951,liberal,Very Liberal,purity,1.6666666666666663,3.333333333333333, 3 2 0 3 2 1,1.8333333333333333
7721,liberal,Very Liberal,care,6.333333333333333,1.0, 4 5 5 5 4 5,4.666666666666667
7721,liberal,Very Liberal,fairness,5.666666666666666,1.0, 4 4 5 5 5 3,4.333333333333333
7721,liberal,Very Liberal,ingroup,1.3333333333333333,5.666666666666666, 0 1 0 0 3 0,0.6666666666666666
7721,liberal,Very Liberal,authority,2.0,2.9999999999999996, 1 1 3 1 3 3,2.0
7721,liberal,Very Liberal,purity,1.3333333333333333,5.333333333333333, 2 3 0 0 0 0,0.8333333333333334
8147,liberal,Liberal,care,6.333333333333334,1.0, 5 5 5 4 4 5,4.666666666666667
8147,liberal,Liberal,fairness,5.666666666666666,1.0, 4 5 4 4 4 5,4.333333333333333
8147,liberal,Liberal,ingroup,2.333333333333333,2.333333333333333, 3 1 3 2 4 2,2.5
8147,liberal,Liberal,authority,1.6666666666666663,3.6666666666666665, 2 2 3 0 0 3,1.6666666666666667
8147,liberal,Liberal,purity,2.6666666666666665,2.0, 2 2 4 2 3 4,2.8333333333333335
8210,liberal,Very Liberal,care,4.666666666666666,1.3333333333333333, 4 4 5 3 2 5,3.8333333333333335
8210,liberal,Very Liberal,fairness,4.666666666666666,1.0, 4 4 4 4 4 3,3.8333333333333335
8210,liberal,Very Liberal,ingroup,1.6666666666666663,4.333333333333333, 3 3 1 0 1 0,1.3333333333333333
8210,liberal,Very Liberal,authority,2.6666666666666665,2.6666666666666665, 3 3 4 1 0 3,2.3333333333333335
8210,liberal,Very Liberal,purity,1.0,5.333333333333333, 1 2 0 0 0 2,0.8333333333333334
8497,liberal,Slightly Liberal,care,4.333333333333333,1.0, 3 3 5 5 3 3,3.6666666666666665
8497,liberal,Slightly Liberal,fairness,4.333333333333333,2.0, 4 4 4 4 4 0,3.3333333333333335
8497,liberal,Slightly Liberal,ingroup,3.0,1.6666666666666663, 3 3 1 3 4 3,2.8333333333333335
8497,liberal,Slightly Liberal,authority,1.6666666666666663,2.6666666666666665, 2 2 3 1 2 3,2.1666666666666665
8497,liberal,Slightly Liberal,purity,1.0,4.666666666666666, 2 1 0 1 1 2,1.1666666666666667
8985,liberal,Liberal,care,2.6666666666666665,2.9999999999999996, 4 4 3 2 0 1,2.3333333333333335
8985,liberal,Liberal,fairness,4.333333333333333,2.0, 4 4 4 3 5 0,3.3333333333333335
8985,liberal,Liberal,ingroup,2.6666666666666665,3.333333333333333, 3 4 1 0 4 1,2.1666666666666665
8985,liberal,Liberal,authority,1.3333333333333333,3.333333333333333, 2 2 2 3 1 1,1.8333333333333333
8985,liberal,Liberal,purity,1.6666666666666663,5.333333333333333, 2 4 0 0 0 0,1.0
9041,liberal,Liberal,care,5.0,1.0, 4 4 4 3 5 4,4.0
9041,liberal,Liberal,fairness,4.666666666666666,1.0, 4 3 4 4 4 4,3.8333333333333335
9041,liberal,Liberal,ingroup,2.9999999999999996,1.6666666666666663, 3 3 2 2 4 4,3.0
9041,liberal,Liberal,authority,2.0,2.6666666666666665, 3 1 3 2 1 3,2.1666666666666665
9041,liberal,Liberal,purity,1.3333333333333333,3.3333333333333335, 2 3 1 2 1 2,1.8333333333333333
9474,liberal,Slightly Liberal,care,4.999999999999999,1.3333333333333333, 4 5 5 5 2 3,4.0
9474,liberal,Slightly Liberal,fairness,5.666666666666666,1.3333333333333333, 4 5 5 5 5 2,4.333333333333333
9474,liberal,Slightly Liberal,ingroup,2.9999999999999996,1.6666666666666663, 4 3 3 2 4 2,3.0
9474,liberal,Slightly Liberal,authority,3.6666666666666665,1.6666666666666663, 1 3 5 3 4 3,3.1666666666666665
9474,liberal,Slightly Liberal,purity,1.6666666666666663,2.666666666666667, 2 3 1 2 2 3,2.1666666666666665
9591,liberal,Liberal,care,3.666666666666666,1.6666666666666663, 4 4 4 2 4 2,3.3333333333333335
9591,liberal,Liberal,fairness,4.0,1.6666666666666663, 4 3 5 3 4 1,3.3333333333333335
9591,liberal,Liberal,ingroup,1.6666666666666663,4.0, 3 2 0 0 3 1,1.5
9591,liberal,Liberal,authority,1.3333333333333333,4.0, 2 1 2 1 0 3,1.5
9591,liberal,Liberal,purity,1.3333333333333333,5.0, 2 1 0 0 3 0,1.0
9827,liberal,Slightly Liberal,care,4.0,2.0, 2 4 4 5 1 4,3.3333333333333335
9827,liberal,Slightly Liberal,fairness,4.0,1.3333333333333333, 4 3 4 4 4 2,3.5
9827,liberal,Slightly Liberal,ingroup,2.0,2.333333333333333, 2 2 2 3 4 2,2.5
9827,liberal,Slightly Liberal,authority,3.6666666666666665,1.3333333333333333, 3 2 3 3 4 5,3.3333333333333335
9827,liberal,Slightly Liberal,purity,3.333333333333333,1.3333333333333333, 2 4 3 3 4 3,3.1666666666666665
10680,liberal,Very Liberal,care,5.0,1.6666666666666663, 3 5 4 5 1 5,3.8333333333333335
10680,liberal,Very Liberal,fairness,5.0,1.0, 4 5 5 3 4 3,4.0
10680,liberal,Very Liberal,ingroup,4.0,2.333333333333333, 5 5 1 1 4 3,3.1666666666666665
10680,liberal,Very Liberal,authority,1.3333333333333333,3.666666666666667, 0 2 2 2 1 3,1.6666666666666667
10680,liberal,Very Liberal,purity,1.0,5.333333333333332, 0 1 0 0 2 2,0.8333333333333334
10794,liberal,Slightly Liberal,care,4.666666666666666,1.0, 4 4 4 4 4 3,3.8333333333333335
10794,liberal,Slightly Liberal,fairness,5.333333333333333,2.0, 4 4 5 5 5 0,3.8333333333333335
10794,liberal,Slightly Liberal,ingroup,2.6666666666666665,3.333333333333333, 3 3 1 0 5 1,2.1666666666666665
10794,liberal,Slightly Liberal,authority,2.9999999999999996,1.6666666666666663, 3 3 3 1 3 4,2.8333333333333335
10794,liberal,Slightly Liberal,purity,2.0,2.6666666666666665, 3 3 1 1 3 2,2.1666666666666665
11667,liberal,Liberal,care,5.666666666666667,1.0, 4 5 5 3 4 5,4.333333333333333
11667,liberal,Liberal,fairness,4.666666666666666,1.3333333333333333, 4 4 4 4 5 2,3.8333333333333335
11667,liberal,Liberal,ingroup,2.333333333333333,3.333333333333333, 1 1 2 1 4 4,2.1666666666666665
11667,liberal,Liberal,authority,2.3333333333333335,3.0, 2 0 5 3 2 2,2.3333333333333335
11667,liberal,Liberal,purity,1.3333333333333333,5.333333333333333, 0 0 1 0 1 3,0.8333333333333334
11704,liberal,Very Liberal,care,6.0,1.6666666666666663, 5 5 5 5 1 5,4.333333333333333
11704,liberal,Very Liberal,fairness,6.333333333333333,1.0, 4 4 5 5 5 5,4.666666666666667
11704,liberal,Very Liberal,ingroup,4.333333333333334,3.0, 5 5 0 3 0 5,3.0
11704,liberal,Very Liberal,authority,2.6666666666666665,3.333333333333333, 2 0 5 4 1 2,2.3333333333333335
11704,liberal,Very Liberal,purity,2.0,2.6666666666666665, 2 3 1 1 3 3,2.1666666666666665
11715,liberal,Liberal,care,5.0,1.0, 3 3 5 5 4 4,4.0
11715,liberal,Liberal,fairness,4.666666666666666,1.6666666666666663, 4 2 5 5 5 2,3.8333333333333335
11715,liberal,Liberal,ingroup,2.333333333333333,3.0, 2 4 1 0 3 3,2.1666666666666665
11715,liberal,Liberal,authority,1.3333333333333333,5.333333333333334, 0 0 3 2 0 0,0.8333333333333334
11715,liberal,Liberal,purity,1.0,6.333333333333333, 1 0 0 0 1 0,0.3333333333333333
11837,liberal,Liberal,care,5.333333333333333,1.3333333333333333, 4 5 5 5 2 4,4.166666666666667
11837,liberal,Liberal,fairness,4.0,1.3333333333333333, 4 4 4 3 4 2,3.5
11837,liberal,Liberal,ingroup,2.0,3.6666666666666665, 3 4 1 0 1 2,1.8333333333333333
11837,liberal,Liberal,authority,1.3333333333333333,4.0, 1 1 1 3 1 2,1.5
11837,liberal,Liberal,purity,1.0,6.0, 2 0 0 0 1 0,0.5
12938,liberal,Liberal,care,3.0,2.0, 4 3 4 1 2 3,2.8333333333333335
12938,liberal,Liberal,fairness,4.666666666666666,1.0, 4 4 4 4 4 3,3.8333333333333335
12938,liberal,Liberal,ingroup,2.6666666666666665,2.0, 4 3 2 1 3 3,2.6666666666666665
12938,liberal,Liberal,authority,4.0,2.333333333333333, 3 1 4 1 5 5,3.1666666666666665
12938,liberal,Liberal,purity,1.0,5.333333333333333, 1 1 0 1 1 1,0.8333333333333334
13516,liberal,Liberal,care,4.333333333333333,1.3333333333333333, 4 4 5 3 4 2,3.6666666666666665
13516,liberal,Liberal,fairness,4.666666666666666,1.6666666666666663, 4 4 5 4 4 1,3.6666666666666665
13516,liberal,Liberal,ingroup,2.333333333333333,3.333333333333333, 4 3 0 1 1 3,2.0
13516,liberal,Liberal,authority,1.0,5.666666666666666, 1 0 2 1 0 0,0.6666666666666666
13516,liberal,Liberal,purity,1.6666666666666663,3.0, 3 1 3 2 1 2,2.0
14521,liberal,Very Liberal,care,6.666666666666667,1.0, 5 5 5 5 5 4,4.833333333333333
14521,liberal,Very Liberal,fairness,5.999999999999999,1.0, 4 5 5 5 5 3,4.5
14521,liberal,Very Liberal,ingroup,2.3333333333333335,3.6666666666666665, 3 4 1 0 0 3,1.8333333333333333
14521,liberal,Very Liberal,authority,1.3333333333333333,4.666666666666667, 0 2 2 0 0 3,1.1666666666666667
14521,liberal,Very Liberal,purity,1.0,6.333333333333333, 1 1 0 0 0 0,0.3333333333333333
14728,liberal,Very Liberal,care,3.6666666666666665,1.6666666666666663, 2 5 4 3 2 4,3.3333333333333335
14728,liberal,Very Liberal,fairness,5.666666666666666,1.3333333333333333, 4 5 5 2 5 5,4.333333333333333
14728,liberal,Very Liberal,ingroup,2.333333333333333,2.333333333333333, 3 3 1 1 3 3,2.3333333333333335
14728,liberal,Very Liberal,authority,1.3333333333333333,5.333333333333334, 0 0 2 0 3 0,0.8333333333333334
14728,liberal,Very Liberal,purity,1.0,7.0, 0 0 0 0 0 0,0.0
14895,liberal,Liberal,care,4.0,1.6666666666666663, 4 4 5 2 2 4,3.5
14895,liberal,Liberal,fairness,4.0,1.3333333333333333, 4 3 5 4 3 2,3.5
14895,liberal,Liberal,ingroup,2.0,3.0, 1 2 1 2 3 4,2.1666666666666665
14895,liberal,Liberal,authority,2.3333333333333335,2.6666666666666665, 1 2 3 1 4 3,2.3333333333333335
14895,liberal,Liberal,purity,1.3333333333333333,5.333333333333333, 1 3 0 0 0 1,0.8333333333333334
14976,liberal,Liberal,care,5.333333333333333,1.3333333333333333, 4 4 5 5 2 5,4.166666666666667
14976,liberal,Liberal,fairness,5.666666666666667,1.0, 4 4 5 4 5 4,4.333333333333333
14976,liberal,Liberal,ingroup,2.0,3.3333333333333335, 2 3 1 0 4 2,2.0
14976,liberal,Liberal,authority,1.3333333333333333,4.666666666666666, 2 1 3 1 0 0,1.1666666666666667
14976,liberal,Liberal,purity,1.0,6.333333333333333, 1 1 0 0 0 0,0.3333333333333333
15500,liberal,Slightly Liberal,care,2.333333333333333,2.333333333333333, 3 3 3 1 1 3,2.3333333333333335
15500,liberal,Slightly Liberal,fairness,3.333333333333333,1.3333333333333333, 4 3 3 4 3 2,3.1666666666666665
15500,liberal,Slightly Liberal,ingroup,3.333333333333333,1.6666666666666663, 4 3 2 2 4 4,3.1666666666666665
15500,liberal,Slightly Liberal,authority,3.0,1.0, 3 3 3 3 3 3,3.0
15500,liberal,Slightly Liberal,purity,1.3333333333333333,4.0, 2 2 0 1 3 1,1.5
16106,liberal,Very Liberal,care,6.333333333333333,1.0, 4 4 5 5 5 5,4.666666666666667
16106,liberal,Very Liberal,fairness,6.333333333333333,1.0, 4 5 5 5 5 4,4.666666666666667
16106,liberal,Very Liberal,ingroup,1.6666666666666663,4.333333333333333, 4 2 1 1 0 1,1.5
16106,liberal,Very Liberal,authority,1.0,5.0, 1 2 2 0 0 1,1.0
16106,liberal,Very Liberal,purity,3.0,2.0, 3 3 3 4 0 3,2.6666666666666665
16824,liberal,Liberal,care,3.6666666666666665,1.3333333333333333, 3 3 5 3 2 4,3.3333333333333335
16824,liberal,Liberal,fairness,4.666666666666666,1.0, 4 4 4 4 4 3,3.8333333333333335
16824,liberal,Liberal,ingroup,1.0,3.6666666666666665, 2 2 1 2 1 2,1.6666666666666667
16824,liberal,Liberal,authority,2.0,3.0, 1 2 3 0 3 3,2.0
16824,liberal,Liberal,purity,1.0,4.333333333333333, 1 1 1 1 2 2,1.3333333333333333
17480,liberal,Liberal,care,2.9999999999999996,2.333333333333333, 3 3 4 1 1 4,2.6666666666666665
17480,liberal,Liberal,fairness,2.9999999999999996,2.0, 4 3 3 2 4 1,2.8333333333333335
17480,liberal,Liberal,ingroup,3.333333333333333,1.3333333333333333, 4 3 2 3 3 4,3.1666666666666665
17480,liberal,Liberal,authority,3.0,1.6666666666666663, 3 1 3 4 3 3,2.8333333333333335
17480,liberal,Liberal,purity,2.0,2.6666666666666665, 2 3 3 2 3 0,2.1666666666666665
18202,liberal,Slightly Liberal,care,5.666666666666666,1.3333333333333333, 4 5 5 2 5 5,4.333333333333333
18202,liberal,Slightly Liberal,fairness,4.666666666666666,1.0, 4 4 4 4 3 4,3.8333333333333335
18202,liberal,Slightly Liberal,ingroup,2.333333333333333,2.0, 3 3 2 1 3 3,2.5
18202,liberal,Slightly Liberal,authority,3.6666666666666665,1.3333333333333333, 2 3 4 4 3 4,3.3333333333333335
18202,liberal,Slightly Liberal,purity,1.3333333333333333,3.0, 3 2 2 1 2 2,2.0
19300,liberal,Liberal,care,6.0,1.0, 4 4 5 5 4 5,4.5
19300,liberal,Liberal,fairness,5.666666666666667,1.0, 4 4 4 5 5 4,4.333333333333333
19300,liberal,Liberal,ingroup,2.3333333333333335,2.333333333333333, 2 2 1 3 4 3,2.5
19300,liberal,Liberal,authority,2.333333333333333,3.333333333333333, 1 2 4 1 1 4,2.1666666666666665
19300,liberal,Liberal,purity,4.0,2.0, 4 3 0 4 3 5,3.1666666666666665
19368,liberal,Very Liberal,care,2.0,3.6666666666666665, 2 2 4 0 0 3,1.8333333333333333
19368,liberal,Very Liberal,fairness,4.333333333333333,1.6666666666666663, 4 4 4 4 4 1,3.5
19368,liberal,Very Liberal,ingroup,2.6666666666666665,2.6666666666666665, 3 1 1 2 4 4,2.5
19368,liberal,Very Liberal,authority,3.0,2.333333333333333, 3 1 2 2 4 5,2.8333333333333335
19368,liberal,Very Liberal,purity,1.3333333333333333,4.0, 1 2 0 1 3 2,1.5
19568,liberal,Very Liberal,care,3.333333333333333,2.0, 3 2 3 5 1 4,3.0
19568,liberal,Very Liberal,fairness,4.333333333333333,2.0, 3 3 4 5 5 0,3.3333333333333335
19568,liberal,Very Liberal,ingroup,1.6666666666666663,3.666666666666666, 1 1 1 3 3 1,1.6666666666666667
19568,liberal,Very Liberal,authority,1.6666666666666663,2.666666666666667, 2 1 2 3 2 3,2.1666666666666665
19568,liberal,Very Liberal,purity,1.0,6.333333333333334, 0 0 0 1 0 1,0.3333333333333333
20514,liberal,Very Liberal,care,4.0,1.3333333333333333, 3 4 4 2 4 4,3.5
20514,liberal,Very Liberal,fairness,5.666666666666667,1.0, 3 4 5 5 4 5,4.333333333333333
20514,liberal,Very Liberal,ingroup,1.6666666666666663,3.3333333333333335, 2 3 1 0 2 3,1.8333333333333333
20514,liberal,Very Liberal,authority,1.3333333333333333,4.666666666666666, 1 1 1 0 1 3,1.1666666666666667
20514,liberal,Very Liberal,purity,1.0,6.333333333333333, 1 1 0 0 0 0,0.3333333333333333
23219,liberal,Liberal,care,3.0,2.333333333333333, 3 4 1 3 1 4,2.6666666666666665
23219,liberal,Liberal,fairness,5.0,1.0, 3 4 5 5 4 3,4.0
23219,liberal,Liberal,ingroup,2.6666666666666665,2.0, 4 3 1 2 3 3,2.6666666666666665
23219,liberal,Liberal,authority,1.6666666666666663,3.333333333333333, 1 1 3 3 2 1,1.8333333333333333
23219,liberal,Liberal,purity,1.0,5.333333333333333, 1 1 0 2 1 0,0.8333333333333334
24011,liberal,Slightly Liberal,care,3.0,2.0, 3 3 4 3 0 3,2.6666666666666665
24011,liberal,Slightly Liberal,fairness,2.0,2.0, 3 3 2 2 3 2,2.5
24011,liberal,Slightly Liberal,ingroup,3.0,1.3333333333333333, 4 3 3 3 3 2,3.0
24011,liberal,Slightly Liberal,authority,3.0,1.0, 3 3 3 3 3 3,3.0
24011,liberal,Slightly Liberal,purity,2.333333333333333,2.3333333333333335, 4 2 1 3 2 3,2.5
24806,liberal,Very Liberal,care,6.0,1.0, 4 5 4 4 5 5,4.5
24806,liberal,Very Liberal,fairness,4.0,2.0, 2 4 5 1 4 4,3.3333333333333335
24806,liberal,Very Liberal,ingroup,2.0,3.6666666666666665, 3 4 1 1 0 2,1.8333333333333333
24806,liberal,Very Liberal,authority,1.3333333333333333,4.333333333333333, 1 1 1 1 1 3,1.3333333333333333
24806,liberal,Very Liberal,purity,1.0,6.333333333333334, 0 0 0 1 1 0,0.3333333333333333
433,conservative,Very Conservative,care,5.0,2.0, 4 5 5 3 0 5,3.6666666666666665
433,conservative,Very Conservative,fairness,6.0,2.0, 5 5 5 5 5 0,4.166666666666667
433,conservative,Very Conservative,ingroup,6.0,1.0, 5 5 4 4 5 4,4.5
433,conservative,Very Conservative,authority,4.333333333333333,2.0, 3 5 4 0 3 5,3.3333333333333335
433,conservative,Very Conservative,purity,6.0,1.0, 4 5 5 5 4 4,4.5
569,conservative,Slightly Conservative,care,3.3333333333333335,2.6666666666666665, 1 5 5 3 1 2,2.8333333333333335
569,conservative,Slightly Conservative,fairness,3.3333333333333335,2.333333333333333, 5 1 3 4 3 1,2.8333333333333335
569,conservative,Slightly Conservative,ingroup,3.333333333333333,1.3333333333333333, 3 2 3 4 4 3,3.1666666666666665
569,conservative,Slightly Conservative,authority,4.333333333333333,1.6666666666666663, 3 1 3 5 5 4,3.5
569,conservative,Slightly Conservative,purity,4.666666666666666,1.3333333333333333, 4 4 4 5 2 4,3.8333333333333335
1176,conservative,Slightly Conservative,care,3.333333333333333,2.333333333333333, 4 4 4 2 0 3,2.8333333333333335
1176,conservative,Slightly Conservative,fairness,4.333333333333333,2.0, 5 2 5 4 4 1,3.5
1176,conservative,Slightly Conservative,ingroup,3.333333333333333,1.0, 3 3 3 3 4 3,3.1666666666666665
1176,conservative,Slightly Conservative,authority,4.0,1.0, 3 3 3 3 5 4,3.5
1176,conservative,Slightly Conservative,purity,3.6666666666666665,2.0, 4 4 0 4 3 3,3.0
1562,conservative,Slightly Conservative,care,5.333333333333333,1.6666666666666663, 4 5 5 1 4 5,4.0
1562,conservative,Slightly Conservative,fairness,5.666666666666667,1.0, 5 5 3 3 5 5,4.333333333333333
1562,conservative,Slightly Conservative,ingroup,3.666666666666666,2.3333333333333335, 4 4 4 0 4 2,3.0
1562,conservative,Slightly Conservative,authority,5.333333333333333,1.0, 3 4 4 4 5 5,4.166666666666667
1562,conservative,Slightly Conservative,purity,6.333333333333333,1.0, 4 5 5 5 5 4,4.666666666666667
1965,conservative,Conservative,care,3.666666666666666,1.6666666666666663, 3 3 4 1 4 4,3.1666666666666665
1965,conservative,Conservative,fairness,4.666666666666666,1.6666666666666663, 5 4 4 4 4 1,3.6666666666666665
1965,conservative,Conservative,ingroup,3.3333333333333335,2.0, 2 3 1 4 5 3,3.0
